month,date,rows,stocks_with_minute_data,known_suspended,unknown_suspension,st_or_star_st,new_listing_initial,boards,file,bytes,MB,fields
2026-05,2026-05-13,5606,4875,26,705,268,2,"{'创业板': 1399, '北交所': 315, '沪市主板': 1748, '深市主板': 1534, '科创板': 610}",2026-05/part-01_12trading_days/date=2026-05-13/daily_stock_status.parquet,128236,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-14,5606,4875,26,705,267,2,"{'创业板': 1399, '北交所': 315, '沪市主板': 1748, '深市主板': 1534, '科创板': 610}",2026-05/part-01_12trading_days/date=2026-05-14/daily_stock_status.parquet,128204,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-15,5606,4876,26,704,267,4,"{'创业板': 1399, '北交所': 315, '沪市主板': 1748, '深市主板': 1534, '科创板': 610}",2026-05/part-01_12trading_days/date=2026-05-15/daily_stock_status.parquet,128228,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-18,5607,4879,25,703,266,3,"{'创业板': 1399, '北交所': 316, '沪市主板': 1748, '深市主板': 1534, '科创板': 610}",2026-05/part-01_12trading_days/date=2026-05-18/daily_stock_status.parquet,128309,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-19,5607,4874,29,703,265,2,"{'创业板': 1399, '北交所': 316, '沪市主板': 1748, '深市主板': 1534, '科创板': 610}",2026-05/part-01_12trading_days/date=2026-05-19/daily_stock_status.parquet,128193,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-20,5607,4877,25,704,261,2,"{'创业板': 1399, '北交所': 317, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-01_12trading_days/date=2026-05-20/daily_stock_status.parquet,128111,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-21,5607,4880,22,705,259,2,"{'创业板': 1399, '北交所': 317, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-01_12trading_days/date=2026-05-21/daily_stock_status.parquet,128066,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-22,5608,4882,24,704,259,4,"{'创业板': 1400, '北交所': 317, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-02_6trading_days/date=2026-05-22/daily_stock_status.parquet,128234,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-25,5609,4882,22,705,258,2,"{'创业板': 1400, '北交所': 318, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-02_6trading_days/date=2026-05-25/daily_stock_status.parquet,128124,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-26,5609,4882,22,705,258,2,"{'创业板': 1400, '北交所': 318, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-02_6trading_days/date=2026-05-26/daily_stock_status.parquet,128127,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-27,5610,4882,22,705,258,4,"{'创业板': 1400, '北交所': 319, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-02_6trading_days/date=2026-05-27/daily_stock_status.parquet,128186,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-28,5610,4882,22,706,257,3,"{'创业板': 1400, '北交所': 319, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-02_6trading_days/date=2026-05-28/daily_stock_status.parquet,128146,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-05,2026-05-29,5612,4881,25,706,257,2,"{'创业板': 1402, '北交所': 319, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-05/part-02_6trading_days/date=2026-05-29/daily_stock_status.parquet,128185,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-01,5613,4879,26,707,252,1,"{'创业板': 1402, '北交所': 320, '沪市主板': 1748, '深市主板': 1534, '科创板': 609}",2026-06/part-01_12trading_days/date=2026-06-01/daily_stock_status.parquet,128286,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-02,5609,4878,24,707,250,1,"{'创业板': 1402, '北交所': 320, '沪市主板': 1744, '深市主板': 1534, '科创板': 609}",2026-06/part-01_12trading_days/date=2026-06-02/daily_stock_status.parquet,128067,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-03,5610,4882,20,708,245,0,"{'创业板': 1402, '北交所': 321, '沪市主板': 1744, '深市主板': 1534, '科创板': 609}",2026-06/part-01_12trading_days/date=2026-06-03/daily_stock_status.parquet,127915,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-04,5610,4882,20,708,245,0,"{'创业板': 1402, '北交所': 321, '沪市主板': 1744, '深市主板': 1534, '科创板': 609}",2026-06/part-01_12trading_days/date=2026-06-04/daily_stock_status.parquet,127945,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-05,5612,4884,18,710,245,1,"{'创业板': 1402, '北交所': 321, '沪市主板': 1744, '深市主板': 1535, '科创板': 610}",2026-06/part-01_12trading_days/date=2026-06-05/daily_stock_status.parquet,128056,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-08,5613,4883,22,708,242,1,"{'创业板': 1402, '北交所': 322, '沪市主板': 1744, '深市主板': 1535, '科创板': 610}",2026-06/part-01_12trading_days/date=2026-06-08/daily_stock_status.parquet,128263,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-09,5604,4883,12,708,242,1,"{'创业板': 1399, '北交所': 322, '沪市主板': 1739, '深市主板': 1533, '科创板': 611}",2026-06/part-01_12trading_days/date=2026-06-09/daily_stock_status.parquet,127983,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-10,5604,4882,15,707,242,1,"{'创业板': 1399, '北交所': 322, '沪市主板': 1739, '深市主板': 1533, '科创板': 611}",2026-06/part-01_12trading_days/date=2026-06-10/daily_stock_status.parquet,128028,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-11,5604,4882,17,703,241,2,"{'创业板': 1399, '北交所': 322, '沪市主板': 1739, '深市主板': 1533, '科创板': 611}",2026-06/part-01_12trading_days/date=2026-06-11/daily_stock_status.parquet,128024,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-12,5605,4881,16,704,238,1,"{'创业板': 1399, '北交所': 322, '沪市主板': 1739, '深市主板': 1534, '科创板': 611}",2026-06/part-01_12trading_days/date=2026-06-12/daily_stock_status.parquet,128059,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-15,5605,4880,21,702,236,2,"{'创业板': 1399, '北交所': 322, '沪市主板': 1739, '深市主板': 1534, '科创板': 611}",2026-06/part-01_12trading_days/date=2026-06-15/daily_stock_status.parquet,128109,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-16,5605,4879,16,704,231,0,"{'创业板': 1399, '北交所': 322, '沪市主板': 1739, '深市主板': 1534, '科创板': 611}",2026-06/part-01_12trading_days/date=2026-06-16/daily_stock_status.parquet,127930,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-17,5606,4886,20,709,231,0,"{'创业板': 1399, '北交所': 323, '沪市主板': 1739, '深市主板': 1534, '科创板': 611}",2026-06/part-02_9trading_days/date=2026-06-17/daily_stock_status.parquet,127929,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-18,5606,4952,22,630,229,0,"{'创业板': 1399, '北交所': 323, '沪市主板': 1739, '深市主板': 1534, '科创板': 611}",2026-06/part-02_9trading_days/date=2026-06-18/daily_stock_status.parquet,127894,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-22,5607,4951,19,632,225,0,"{'创业板': 1399, '北交所': 324, '沪市主板': 1739, '深市主板': 1534, '科创板': 611}",2026-06/part-02_9trading_days/date=2026-06-22/daily_stock_status.parquet,127873,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-23,5610,4955,17,636,223,0,"{'创业板': 1399, '北交所': 324, '沪市主板': 1743, '深市主板': 1534, '科创板': 610}",2026-06/part-02_9trading_days/date=2026-06-23/daily_stock_status.parquet,128081,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-24,5609,4961,18,637,223,1,"{'创业板': 1399, '北交所': 325, '沪市主板': 1743, '深市主板': 1532, '科创板': 610}",2026-06/part-02_9trading_days/date=2026-06-24/daily_stock_status.parquet,128160,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-25,5609,4954,18,636,223,1,"{'创业板': 1399, '北交所': 325, '沪市主板': 1743, '深市主板': 1532, '科创板': 610}",2026-06/part-02_9trading_days/date=2026-06-25/daily_stock_status.parquet,128102,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-26,5609,4953,19,635,220,2,"{'创业板': 1399, '北交所': 325, '沪市主板': 1743, '深市主板': 1532, '科创板': 610}",2026-06/part-02_9trading_days/date=2026-06-26/daily_stock_status.parquet,128229,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-29,5609,4948,21,639,219,3,"{'创业板': 1399, '北交所': 326, '沪市主板': 1743, '深市主板': 1531, '科创板': 610}",2026-06/part-02_9trading_days/date=2026-06-29/daily_stock_status.parquet,128156,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-06,2026-06-30,5612,4950,24,637,221,3,"{'创业板': 1399, '北交所': 326, '沪市主板': 1746, '深市主板': 1531, '科创板': 610}",2026-06/part-02_9trading_days/date=2026-06-30/daily_stock_status.parquet,128206,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-01,5613,4952,21,636,218,1,"{'创业板': 1399, '北交所': 327, '沪市主板': 1746, '深市主板': 1531, '科创板': 610}",2026-07/part-01_12trading_days/date=2026-07-01/daily_stock_status.parquet,128131,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-02,5613,4953,18,639,215,3,"{'创业板': 1399, '北交所': 327, '沪市主板': 1746, '深市主板': 1531, '科创板': 610}",2026-07/part-01_12trading_days/date=2026-07-02/daily_stock_status.parquet,128195,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-03,5614,4953,18,643,215,1,"{'创业板': 1399, '北交所': 327, '沪市主板': 1746, '深市主板': 1531, '科创板': 611}",2026-07/part-01_12trading_days/date=2026-07-03/daily_stock_status.parquet,128132,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-06,5615,4954,17,644,215,1,"{'创业板': 1399, '北交所': 328, '沪市主板': 1746, '深市主板': 1531, '科创板': 611}",2026-07/part-01_12trading_days/date=2026-07-06/daily_stock_status.parquet,128154,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-07,5608,4961,10,643,216,1,"{'创业板': 1399, '北交所': 328, '沪市主板': 1739, '深市主板': 1531, '科创板': 611}",2026-07/part-01_12trading_days/date=2026-07-07/daily_stock_status.parquet,127706,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-08,5609,4954,10,645,216,2,"{'创业板': 1399, '北交所': 329, '沪市主板': 1739, '深市主板': 1531, '科创板': 611}",2026-07/part-01_12trading_days/date=2026-07-08/daily_stock_status.parquet,127771,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-09,5609,4961,10,645,215,1,"{'创业板': 1399, '北交所': 329, '沪市主板': 1739, '深市主板': 1531, '科创板': 611}",2026-07/part-01_12trading_days/date=2026-07-09/daily_stock_status.parquet,127793,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-10,5610,4953,11,645,215,2,"{'创业板': 1400, '北交所': 328, '沪市主板': 1739, '深市主板': 1531, '科创板': 612}",2026-07/part-01_12trading_days/date=2026-07-10/daily_stock_status.parquet,127828,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-13,5611,4957,6,648,215,1,"{'创业板': 1400, '北交所': 329, '沪市主板': 1739, '深市主板': 1531, '科创板': 612}",2026-07/part-01_12trading_days/date=2026-07-13/daily_stock_status.parquet,127717,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-14,5613,4957,6,648,214,1,"{'创业板': 1400, '北交所': 329, '沪市主板': 1739, '深市主板': 1533, '科创板': 612}",2026-07/part-01_12trading_days/date=2026-07-14/daily_stock_status.parquet,127704,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-15,5612,4958,3,651,215,1,"{'创业板': 1400, '北交所': 330, '沪市主板': 1739, '深市主板': 1531, '科创板': 612}",2026-07/part-01_12trading_days/date=2026-07-15/daily_stock_status.parquet,127669,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-16,5612,4957,5,650,215,2,"{'创业板': 1400, '北交所': 330, '沪市主板': 1739, '深市主板': 1531, '科创板': 612}",2026-07/part-01_12trading_days/date=2026-07-16/daily_stock_status.parquet,127738,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-17,5614,4961,6,650,215,0,"{'创业板': 1400, '北交所': 330, '沪市主板': 1740, '深市主板': 1532, '科创板': 612}",2026-07/part-02_11trading_days/date=2026-07-17/daily_stock_status.parquet,127657,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
2026-07,2026-07-20,5616,4961,4,652,213,0,"{'创业板': 1401, '北交所': 331, '沪市主板': 1740, '深市主板': 1532, '科创板': 612}",2026-07/part-02_11trading_days/date=2026-07-20/daily_stock_status.parquet,127683,0.128,"code,ts_code,date,name,market_board,market_exchange,security_status,st_label,is_st,is_star_st,is_new_listing_initial,listing_phase_trading_days,initial_no_limit_trading_days,list_date,is_suspended,suspension_status,suspension_event_type,suspend_timing,has_minute_data,minute_row_count,price_limit_type,price_limit_up_pct,price_limit_down_pct,price_limit_rule,status_source,status_confidence,status_notes"
