variant,total_return,max_drawdown,trades,win_rate,profit_factor,sharpe,calmar,benchmark_total_return,excess_return,realized_pnl,unrealized_pnl
v3_frozen_baseline,0.20802474932260373,-0.056441854153637006,61,0.3442622950819672,1.9353892415293223,2.5852203658806063,8.137999749718388,-0.10001646288320987,0.3080412122058136,191277.0564658028,16747.692856800073
v4_fixed,0.051573243418401526,-0.059965177693035776,48,0.2916666666666667,1.3343119523177094,0.9451407561151408,1.7644621486010348,-0.10001646288320987,0.1515897063016114,53186.19431750174,-1612.9508990999348
v4_no_range_impulse_exit,0.029261620757501827,-0.07471398160366916,48,0.2708333333333333,1.1849348089125966,0.5612996781512445,0.7947573223890863,-0.10001646288320987,0.1292780836407117,30908.87025690174,-1647.2494993999317
v4_no_high_position_resize,-0.023997082920698465,-0.12066962661643188,49,0.2857142857142857,0.8410375080866852,-0.32006415691651074,-0.3929597462286086,-0.10001646288320987,0.0760193799625114,-40141.2233345979,16144.140413900022
v4_no_right_pullback,0.043326058738102136,-0.07007766324637443,42,0.2857142857142857,1.2699624629029593,0.8439604599539687,1.2633021813346772,-0.10001646288320987,0.143342521621312,41093.89243510167,2232.1663030001037
raw_wave3_technical_only_research,0.004044023278800379,-0.01889605682444062,6,0.3333333333333333,1.1513493531770633,0.1911132825629305,0.428893750541531,-0.10001646288320987,0.10406048616201025,4044.0232788002177,0.0
