code,shares,signal_type,trade_mode,entry_market_mode,profile,signal_date,entry_date,entry_time,entry_price,entry_cost,candidate_score,risk_multiplier,high_position_unstable,initial_stop,final_trailing_stop,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl,net_return_pct,gross_return_pct,mfe_pct,mae_pct
300685,10300.0,wave3_probe_raw,left_probe,risk_off,strict,2026-06-08,2026-06-09,2026-06-09 10:00:00,16.896879999999996,174090.07535919995,77.87425309436384,0.5,True,16.66625,16.66625,2026-06-12,2026-06-12 09:30:00,16.563419999999997,support_break,3,-3623.3319399999746,-0.020812972436963773,-0.01973500433216069,0.03451051318349929,-0.025855660926750734
600938,5200.0,wave3_probe_raw,left_probe,risk_off,strict,2026-06-11,2026-06-12,2026-06-12 09:46:00,33.403369999999995,173749.63325719998,77.5451143185871,0.5,True,32.6957,32.6957,2026-06-16,2026-06-16 09:30:00,31.74822,support_break,2,-8790.961852399952,-0.05059557069330197,-0.04955038967625114,0.01756200048078993,-0.05338892453066846
002672,50400.0,wave3_probe_raw,left_probe,risk_off,strict,2026-06-26,2026-06-29,2026-06-29 09:58:00,3.43343,173096.7854616,79.19967597010918,0.5,True,3.37305,3.37305,2026-07-01,2026-07-01 09:30:00,3.24675,support_break,2,-9591.494421599957,-0.05541116431493608,-0.05437128469198438,0.039776549980631515,-0.06507486682413799
601888,3300.0,wave3_probe_raw,left_probe,risk_off,strict,2026-06-26,2026-06-29,2026-06-29 10:01:00,51.92186999999999,171393.57365129996,79.49924220017488,0.5,True,50.4465,50.4465,2026-07-15,2026-07-15 09:30:00,50.5494,time_stop,12,-4714.004067299946,-0.027503972096938605,-0.026433369984555477,0.07430645313814788,-0.03297011452014331
600031,8400.0,wave3_probe_raw,left_probe,risk_off,strict,2026-06-26,2026-06-29,2026-06-29 09:59:00,17.45744,146686.48874879998,78.49344775700936,0.5,True,17.0543,17.884800000000002,2026-07-15,2026-07-15 09:30:00,18.611369999999997,time_stop,12,9523.950844800012,0.06492725353259862,0.06609961139777654,0.14449770413073182,-0.04453344820317284
600406,7700.0,wave3_probe_raw,left_probe,risk_off,strict,2026-07-08,2026-07-09,2026-07-09 10:52:00,21.471449999999997,165379.76404949997,77.77427975828121,0.5,True,21.1537,22.4204,2026-07-27,2026-07-27 09:30:00,24.25572,time_stop,12,21239.864715300035,0.128430856322559,0.12967312407871856,0.1410500920990434,-0.0047248788507527895
