date,canonical_theme,raw_labels,limitup_member_count,member_adv_ratio,member_median_ret,member_mean_ret,member_mean_ret_1000,turnover_share,board_height,ladder_depth,early_limit_touch_ratio,pit_timestamped_corroborated,lianban_semantic_vote,source_votes,persistence_3d,persistence_5d,followthrough_prev_theme_ret,followthrough_prev_theme_winrate,followthrough_prev_theme_bigloss,theme_score,theme_rank,lifecycle_stage
2026-07-08,AI安全,AI安全,2,1.0,0.19999999999999996,0.19999999999999996,0.04574574574574575,0.001265127547537779,1.0,1,0.0,False,False,1,1,1,,,,0.33875,9,启动
2026-07-08,AI应用,AI应用,8,1.0,0.1006878241794289,0.13756999886649787,0.06623060595861321,0.0034729934100491606,1.0,1,0.25,False,False,1,1,2,,,,0.41000000000000003,6,发酵
2026-07-08,交换机,交换机,2,1.0,0.1000721064837371,0.1000721064837371,0.1000721064837371,0.0007482714547512153,1.0,1,1.0,False,False,1,2,2,,,,0.47375000000000006,4,分歧
2026-07-08,地产,地产链,2,1.0,0.09932340342679125,0.09932340342679125,0.07907418224299056,0.00014943214512263972,2.0,2,0.5,False,False,1,3,4,0.022429529187581343,0.5,0.5,0.4229166666666667,5,确认
2026-07-08,并购重组,并购重组,4,1.0,0.10027932960893848,0.12509161375325606,0.05394833388889056,0.0009802666059007229,7.0,2,0.5,False,False,1,3,4,0.025147399939178805,0.5,0.0,0.55125,3,回流
2026-07-08,机器人,机器人概念,4,1.0,0.10006923195578732,0.10017048554311098,0.07281868528700342,0.0010489174365038159,2.0,2,0.75,True,False,2,3,5,0.045844145063707736,0.7777777777777778,0.1111111111111111,0.7195833333333332,1,分歧
2026-07-08,消费,食品饮料,1,1.0,0.10000000000000009,0.10000000000000009,0.06666666666666687,0.00015340602622579446,1.0,1,0.0,False,False,1,1,1,,,,0.27875,10,启动
2026-07-08,电力电网,智能电网,3,1.0,0.10000000000000009,0.10014992503748132,0.08997697836818423,0.0003021267604569347,1.0,1,0.6666666666666666,False,False,1,1,1,,,,0.38375,7,启动
2026-07-08,算力硬件,数据中心|算力,18,1.0,0.10004922152557583,0.10563616368223894,0.06368508271648676,0.005239978904920664,2.0,2,0.3888888888888889,True,False,2,2,3,,,,0.6224999999999999,2,发酵
2026-07-08,股权转让,股权转让,3,1.0,0.10000000000000009,0.0998984498158546,0.06829049602193016,0.00028737404213386304,1.0,1,0.6666666666666666,False,False,1,1,2,,,,0.36875,8,启动
2026-07-02,AI应用,AI应用,5,1.0,0.10099009900990086,0.12028107065306681,0.12028107065306681,0.0006014268679297516,1.0,1,1.0,False,False,1,1,1,,,,0.37625,8,启动
2026-07-02,农业,农业,4,1.0,0.10011933174224352,0.10012007861096034,0.06595862521511425,0.00029118449113580325,2.0,2,0.25,False,False,1,2,2,0.004824310612886318,0.4,0.0,0.3385714285714286,10,分歧
2026-07-02,化工,化工,8,1.0,0.10006547877370786,0.11258528062074788,0.08959153891409335,0.0027643143145073003,2.0,2,0.5,False,False,1,2,2,0.011485288719065522,0.5,0.1,0.4900000000000001,5,确认
2026-07-02,医药,医药,4,1.0,0.0998063752399303,0.0998469235539487,0.08592939778075281,0.0003470776488606795,2.0,2,0.75,True,False,2,2,2,0.02117848460798266,0.4,0.0,0.5125000000000001,3,确认
2026-07-02,地产,地产链,2,1.0,0.09937674043391587,0.09937674043391587,0.09937674043391587,0.0009921756234361218,3.0,2,1.0,False,False,1,2,2,0.0070494060695404275,0.5,0.0,0.5925,1,分歧
2026-07-02,基础建设,基础建设,6,1.0,0.09995748299319729,0.11655245750332321,0.09250641832262359,0.0003987893907004229,3.0,2,0.6666666666666666,False,False,1,2,2,0.02140191914119635,0.75,0.0,0.5158928571428572,2,发酵
2026-07-02,服装家纺,服装家纺,6,1.0,0.09997492032341315,0.09998012743652729,0.053356481944570155,0.0009158731656093908,2.0,2,0.3333333333333333,False,False,1,1,1,,,,0.35000000000000003,9,启动
2026-07-02,机器人,机器人概念,19,1.0,0.10003479471120391,0.11054800261107442,0.07287727155860167,0.0022879736817075272,2.0,2,0.3684210526315789,True,False,2,2,2,-0.0035926405909040985,0.3684210526315789,0.05263157894736842,0.4982142857142856,4,确认
2026-07-02,股权转让,股权转让,3,1.0,0.10000000000000009,0.10009033423667575,0.10009033423667575,0.0005181209502875082,2.0,2,1.0,False,False,1,2,2,-0.0012088444859908731,0.25,0.0,0.47482142857142856,6,震荡
2026-07-02,通信,通信,3,1.0,0.10000000000000009,0.13334691383173758,0.13334691383173758,0.00043322957354661204,2.0,2,1.0,False,False,1,1,1,,,,0.42125,7,启动
2026-07-09,AI应用,AI应用,4,1.0,0.10062384753828657,0.12527230411779622,0.07307135806709392,0.0006318894902840532,1.0,1,0.25,False,False,1,2,2,0.01895263749586036,0.75,0.0,0.4337500000000001,6,分歧
2026-07-09,医药,创新药,3,1.0,0.1000645577792123,0.10014923318055484,0.05404130568673068,0.00033944059948561224,1.0,1,0.0,False,False,1,1,1,,,,0.24875000000000003,10,启动
2026-07-09,半导体,先进封装|半导体设备|芯片,20,1.0,0.1000670247155182,0.12498562139858352,0.057129256075806614,0.023213953911003626,1.0,1,0.25,True,False,2,2,3,,,,0.5549999999999999,4,发酵
2026-07-09,印制电路板,印制电路板,5,1.0,0.09999254343449415,0.10005123176960296,0.06042485311125807,0.005314970819566154,1.0,1,0.4,False,False,1,1,1,,,,0.40625,8,启动
2026-07-09,商业航天,商业航天,3,1.0,0.09999999999999987,0.13328457025591023,0.08954868905752493,0.0006649112351084504,1.0,1,0.6666666666666666,False,False,1,1,2,,,,0.42125,7,启动
2026-07-09,存储芯片,存储,13,1.0,0.10004741583688959,0.1307803591953511,0.06346239947590451,0.027375854639943235,1.0,1,0.15384615384615385,True,False,2,1,1,,,,0.49874999999999997,5,启动
2026-07-09,机器人,机器人概念,6,1.0,0.10010659639586073,0.11681619278693667,0.07234626164909057,0.0016328192137252126,3.0,2,0.3333333333333333,False,False,1,3,5,0.0296744543238672,0.5,0.0,0.6262500000000001,1,回流
2026-07-09,消费,消费电子,3,1.0,0.1999428734647244,0.166694952441281,0.05402638534362888,0.0008851090514647346,1.0,1,0.3333333333333333,False,False,1,2,2,-0.10023310023310017,0.0,1.0,0.30500000000000005,9,发酵
2026-07-09,算力硬件,算力,6,1.0,0.09999999999999998,0.09997858512339663,0.04832560481495557,0.010490344109573311,2.0,2,0.3333333333333333,True,False,2,2,4,0.006220047347875475,0.5,0.16666666666666666,0.6000000000000001,2,分歧
2026-07-09,通信,通信,6,1.0,0.10015432122967671,0.11678305668556992,0.07105089922113177,0.004061322374432446,2.0,2,0.5,False,False,1,2,3,,,,0.56,3,回流
2026-07-10,AI应用,AI应用,6,1.0,0.10004879384517151,0.09981689162725171,0.06946974341216317,0.0006844881607420304,2.0,2,0.16666666666666666,True,False,2,3,3,0.04744211907855883,0.75,0.0,0.594375,5,发酵
2026-07-10,一带一路,一带一路,3,1.0,0.10000000000000009,0.1333611226900097,0.032576021836322244,0.001176217728045106,1.0,1,0.0,False,False,1,1,1,,,,0.29270833333333335,11,启动
2026-07-10,人工智能,人工智能,4,1.0,0.10041736923821765,0.1252006866355701,0.08484480060441191,0.0008558164661773861,1.0,1,0.5,False,False,1,1,1,,,,0.35520833333333335,10,启动
2026-07-10,军工,军工,6,1.0,0.10000000000000009,0.10006858100130582,0.024063885470914943,0.0013573121888950455,2.0,2,0.16666666666666666,False,False,1,1,1,,,,0.3895833333333334,8,发酵
2026-07-10,化工,化工,5,1.0,0.10000000000000009,0.11981726838383629,0.03555658031719315,0.0024139638413304475,1.0,1,0.0,False,False,1,1,1,,,,0.3614583333333333,9,启动
2026-07-10,医药,创新药,7,1.0,0.1001862197392922,0.12875927723666875,0.09186214099259961,0.002305467136586692,2.0,2,0.42857142857142855,True,False,2,2,2,0.02117167475156519,0.3333333333333333,0.0,0.6516666666666667,2,发酵
2026-07-10,半导体,芯片,5,1.0,0.09996110462854912,0.11977591207059528,0.09750125421311535,0.002019559493594362,1.0,1,0.8,True,False,2,2,4,-0.014416030266242108,0.25,0.2,0.525625,6,分歧
2026-07-10,商业航天,商业航天,27,1.0,0.10000000000000009,0.11850660136099032,0.03166647372799476,0.012177719961735216,2.0,2,0.14814814814814814,True,False,2,2,2,0.07606098297065074,1.0,0.0,0.6454166666666666,3,发酵
2026-07-10,基础建设,基础建设,3,1.0,0.10040816326530622,0.10023001524213455,0.03871844118019537,0.0003139178805392368,1.0,1,0.0,False,False,1,1,2,,,,0.28020833333333334,12,启动
2026-07-10,机器人,机器人概念,8,1.0,0.09990649212961711,0.09978088838776714,0.07206342917819888,0.0017883521260537232,2.0,2,0.625,True,False,2,3,5,0.007533495282490495,0.6666666666666666,0.0,0.6725,1,确认
2026-07-10,电力电网,智能电网,4,1.0,0.10092868705802172,0.1254077760758408,0.044193301007044716,0.0002748287512188466,1.0,1,0.25,True,False,2,2,2,,,,0.41833333333333333,7,震荡
2026-07-10,算力硬件,算力,5,1.0,0.09998131190431692,0.10018430194578816,0.08320150341187768,0.0009745412213514752,2.0,2,0.8,True,False,2,3,4,0.012655303554299502,0.6666666666666666,0.16666666666666666,0.6079166666666667,4,确认
2026-07-16,AI应用,AI应用,5,1.0,0.10032017075773769,0.11995219547710816,0.06470850500129414,0.0007461211283896934,1.0,1,0.4,False,False,1,1,2,,,,0.37840909090909086,9,启动
2026-07-16,AI手机,AI手机,4,1.0,0.10034989913808923,0.125199931940791,0.125199931940791,0.0004681734576819054,1.0,1,1.0,False,False,1,1,1,,,,0.42613636363636354,7,启动
2026-07-16,医药,医药,3,1.0,0.10022271714922049,0.10026375616103451,0.06880458614764762,0.0008572384313958333,5.0,3,0.6666666666666666,True,False,2,3,5,0.04849843134906342,0.6875,0.125,0.7361363636363636,1,分歧
2026-07-16,地产,地产链,2,1.0,0.09946212012505606,0.09946212012505606,0.03934089061080037,0.00044337780124167257,2.0,2,0.5,True,False,2,1,1,,,,0.4531818181818182,5,启动
2026-07-16,并购重组,并购重组,2,1.0,0.09993260647974223,0.09993260647974223,0.0674793611552098,0.00010911581757179716,1.0,1,0.5,False,False,1,2,3,,,,0.34431818181818175,10,震荡
2026-07-16,机器人,机器人概念,3,1.0,0.09994913530010163,0.09997859440354591,0.07157913696034483,0.0003633104619130714,1.0,1,0.6666666666666666,False,False,1,3,5,-0.0015507348778621838,0.5,0.125,0.38522727272727275,8,分歧
2026-07-16,游戏影视,影视院线,2,1.0,0.10007632513214837,0.10007632513214837,0.07403150381173651,0.0004626665883893114,2.0,2,0.5,True,False,2,2,2,0.038448989418972866,0.6666666666666666,0.0,0.6026136363636363,2,确认
2026-07-16,电力电网,绿色电力,3,1.0,0.09999999999999987,0.1000147118319908,0.042142067929365,0.0003732948032339621,1.0,1,0.0,False,False,1,1,2,,,,0.29318181818181815,11,启动
2026-07-16,端侧AI,端侧AI,8,1.0,0.10019611097374692,0.11275864537748517,0.10670230734931616,0.0011748242988784926,2.0,2,0.875,False,False,1,1,1,,,,0.5318181818181817,4,启动
2026-07-16,算力硬件,算力,2,1.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.000508854910637638,1.0,1,1.0,True,False,2,3,4,0.008712372417458703,0.6666666666666666,0.3333333333333333,0.5560227272727273,3,确认
2026-07-16,脑机接口,脑机接口,3,1.0,0.10034129692832772,0.1005425427093282,0.02063654614045059,0.0012066458110157325,2.0,2,0.0,False,False,1,1,1,,,,0.4329545454545454,6,启动
2026-07-20,AI应用,AI应用,2,1.0,0.10011746280344569,0.10011746280344569,0.10011746280344569,0.00045280311749114636,1.0,1,1.0,False,False,1,2,2,,,,0.4636363636363637,5,分歧
2026-07-20,储能,储能,2,1.0,0.10010573551121649,0.10010573551121649,0.06455354186522555,0.0003361096635095608,3.0,2,0.5,False,False,1,2,2,0.05965506268694709,1.0,0.0,0.4272727272727273,8,震荡
2026-07-20,动力煤,动力煤,2,1.0,0.09984051036682617,0.09984051036682617,0.07399939242044518,0.0010406242243245624,1.0,1,0.0,False,False,1,1,1,,,,0.3136363636363636,11,启动
2026-07-20,国有企业,国有企业,3,1.0,0.09982886480319442,0.09982572164014265,0.08784625786375932,0.00042831444157976094,2.0,2,0.6666666666666666,False,False,1,1,1,,,,0.40909090909090906,9,启动
2026-07-20,机器人,机器人概念,4,1.0,0.14999816344176964,0.150103803525303,0.14175888002043513,0.00018088225500975023,1.0,1,0.75,False,False,1,2,4,,,,0.44318181818181823,6,震荡
2026-07-20,水电,水电,4,1.0,0.09994450610432859,0.10002410515401533,0.056497237280174695,0.0028703498387290046,2.0,2,0.25,False,False,1,1,1,,,,0.42954545454545456,7,启动
2026-07-20,油气,石油石化,4,1.0,0.10008491222724647,0.10002134725871709,0.08789224636071075,0.0014831720374791427,1.0,1,0.5,True,False,2,1,2,,,,0.5077272727272727,3,启动
2026-07-20,火电,火电,4,1.0,0.09990583804143138,0.09992926920991418,0.050737983795136055,0.0030420133725898584,1.0,1,0.0,False,False,1,1,1,,,,0.36136363636363633,10,启动
2026-07-20,电力电网,电力|绿色电力,17,1.0,0.10010355540214033,0.10015930093501017,0.07713099647376363,0.007629549631187693,3.0,3,0.4117647058823529,True,False,2,3,3,0.09649756030410009,1.0,0.0,0.7009090909090909,1,高潮
2026-07-20,算力硬件,算力,6,1.0,0.09967672128368532,0.09978842936757237,0.09711320197324384,0.0010555712412340377,1.0,1,1.0,False,False,1,2,4,,,,0.5079545454545454,2,发酵
2026-07-20,资源有色,煤炭,7,1.0,0.10000000000000009,0.11417831314175274,0.09461882716035284,0.0015892391225799112,1.0,1,0.42857142857142855,True,False,2,1,1,,,,0.49068181818181816,4,启动
2026-07-28,AI应用,AI应用|AI智能体,12,1.0,0.10003573981415304,0.10008862211304535,0.06985015275821066,0.002755505199297121,2.0,2,0.5,False,False,1,1,1,,,,0.4397727272727272,5,发酵
2026-07-28,光刻胶,光刻胶,3,1.0,0.10035842293906794,0.10024985240950242,0.10024985240950242,0.00035723594114894243,2.0,2,1.0,False,False,1,1,1,,,,0.42954545454545456,9,启动
2026-07-28,化工,化工,3,1.0,0.10000000000000009,0.13356183203898944,0.07523681432310876,0.0008340979809778406,3.0,2,0.3333333333333333,False,False,1,1,3,,,,0.47727272727272724,3,分歧
2026-07-28,半导体,光刻机,7,1.0,0.09997835966241064,0.11424630058983347,0.11424630058983347,0.0008386658062256822,1.0,1,1.0,True,False,2,2,2,,,,0.5759090909090908,2,确认
2026-07-28,华为概念,华为概念,3,1.0,0.09982174688057044,0.13288174866842492,0.13288174866842492,0.0004252975060876991,1.0,1,1.0,False,False,1,1,1,,,,0.4125,10,启动
2026-07-28,实控人变更,实控人变更,1,1.0,0.10034904013961587,0.10034904013961587,0.10034904013961587,0.00020895608897244364,2.0,1,1.0,False,False,1,2,2,0.08762111556884584,1.0,0.0,0.45909090909090905,4,分歧
2026-07-28,机器人,机器人概念,3,1.0,0.10014684287812048,0.10015637876873518,0.06986112844781094,0.0002830587546150947,2.0,2,0.6666666666666666,False,False,1,2,3,0.033210859378660085,0.75,0.0,0.43863636363636366,7,分歧
2026-07-28,汽车,汽车零部件,4,1.0,0.09999290614115364,0.10033240210269173,0.09892130144417816,0.00020927073588459093,2.0,2,0.75,False,False,1,1,1,,,,0.35113636363636364,11,发酵
2026-07-28,消费,食品饮料,4,1.0,0.09988662131519277,0.09967087817628073,0.06546760214922953,0.00036850132994027635,2.0,2,0.25,True,False,2,1,1,,,,0.4361363636363636,8,启动
2026-07-28,算力硬件,算力,3,1.0,0.10007199424046065,0.10005006010777939,0.10005006010777939,0.00029872646674133083,1.0,1,1.0,True,False,2,2,4,-0.02510877936513345,0.23076923076923078,0.23076923076923078,0.4395454545454546,6,分歧
2026-07-28,脑机接口,脑机接口,6,1.0,0.09994686503719452,0.1164963031924936,0.1164963031924936,0.002269771244654125,2.0,2,1.0,True,False,2,2,2,0.07924109332719742,0.7142857142857143,0.0,0.6804545454545453,1,确认
2026-07-29,AI应用,AI应用,4,1.0,0.1004212900764625,0.12534614639324476,0.12534614639324476,0.0006643610166560937,2.0,2,1.0,False,False,1,2,2,0.011139234849113491,0.5833333333333334,0.0,0.5437500000000001,3,分歧
2026-07-29,乳业,乳业,7,1.0,0.10011641443538988,0.10017688037686057,0.08070236547344169,0.00033041244839402084,2.0,2,0.5714285714285714,False,False,1,1,1,,,,0.38020833333333337,9,启动
2026-07-29,代糖概念,代糖概念,4,1.0,0.09998359613971686,0.12494287439079776,0.0923123046373251,0.00047141281254261153,1.0,1,0.5,False,False,1,1,1,,,,0.34895833333333337,10,启动
2026-07-29,地产,地产链,6,1.0,0.10007153075822606,0.10005019982899317,0.07990665187772898,0.00027441164803613095,7.0,2,0.3333333333333333,False,False,1,1,3,,,,0.4083333333333334,5,发酵
2026-07-29,基础建设,基础建设,3,1.0,0.10022650056625149,0.10016493329596769,0.10016493329596769,0.0004174872933598949,1.0,1,1.0,False,False,1,1,1,,,,0.39583333333333337,8,发酵
2026-07-29,新型工业化,新型工业化,3,1.0,0.10021786492374729,0.13342616924585804,0.10385382520605362,0.00022493941877069117,1.0,1,0.6666666666666666,False,False,1,1,1,,,,0.3458333333333333,11,启动
2026-07-29,机器人,机器人概念,7,1.0,0.10011668611435232,0.11436026020711108,0.09715230946093054,0.0009379011978019054,3.0,3,0.7142857142857143,False,False,1,3,4,0.06639944101888795,0.6666666666666666,0.0,0.64375,2,回流
2026-07-29,消费,食品饮料,17,1.0,0.10009910802775024,0.10601630959796303,0.08705793248794227,0.0010865304617578167,3.0,3,0.5882352941176471,True,False,2,2,2,0.05870173599077133,1.0,0.0,0.675625,1,高潮
2026-07-29,电力电网,智能电网,2,1.0,0.10016579429696859,0.10016579429696859,0.05623930393390264,0.0005109416571052723,1.0,1,0.5,False,False,1,2,3,,,,0.4052083333333334,7,分歧
2026-07-29,电气设备,电气设备,4,1.0,0.09990965374271632,0.09985791271401478,0.01075714459465471,0.0011273857477320831,1.0,1,0.0,False,False,1,1,3,,,,0.4083333333333333,6,启动
2026-07-29,装修家具,装修家具,4,1.0,0.10004039750791471,0.10005056556843694,0.06254091317100974,0.0002200233665727849,1.0,1,0.0,False,False,1,1,1,,,,0.24270833333333336,12,启动
2026-07-29,零售,零售,4,1.0,0.09975911263421855,0.09975096007937517,0.09975096007937517,0.0006327583395485592,2.0,2,1.0,False,False,1,1,1,,,,0.4864583333333334,4,启动
2026-07-30,AI应用,AI应用,5,1.0,0.0999030067895248,0.09395668177013028,0.08337079953531579,0.0010316158610249404,1.0,1,0.75,False,False,1,3,3,-0.019554371564811712,0.25,0.0,0.4534090909090909,6,震荡
2026-07-30,农业,农业,4,1.0,0.09999999999999998,0.1001402374630701,0.09590946823230084,0.0005128956113200203,1.0,1,0.75,False,False,1,1,1,,,,0.3340909090909091,10,发酵
2026-07-30,医药,创新药,2,1.0,0.09977634496242505,0.09977634496242505,0.09026190926688682,0.0011692446294822574,1.0,1,1.0,False,False,1,1,1,,,,0.4193181818181818,7,分歧
2026-07-30,国有企业,国有企业,2,1.0,0.09979844291615458,0.09979844291615458,0.05514302800757509,0.00016688427257476453,2.0,2,0.5,False,False,1,1,1,,,,0.28977272727272724,11,启动
2026-07-30,地产,地产链,3,1.0,0.09960159362549792,0.09943329287301284,0.08703842788850642,0.000364816110248358,8.0,2,0.6666666666666666,False,False,1,2,3,-0.0029433414153738346,0.3333333333333333,0.16666666666666666,0.4147727272727272,8,分歧
2026-07-30,复合集流体,复合集流体,2,1.0,0.10039551523736123,0.10039551523736123,0.10039551523736123,0.0005346372668234763,1.0,1,1.0,False,False,1,1,1,,,,0.4125,9,启动
2026-07-30,实控人变更,实控人变更,4,1.0,0.09998349814972407,0.09267265294111071,0.10011526139274533,0.0006475907314510823,2.0,2,1.0,False,False,1,2,3,,,,0.5386363636363636,2,回流
2026-07-30,并购重组,并购重组,2,1.0,0.09985653883553869,0.09985653883553869,0.09985653883553869,0.00038907650360010354,8.0,2,1.0,False,False,1,1,3,,,,0.47727272727272724,5,分歧
2026-07-30,汽车,华为汽车|汽车零部件,9,1.0,0.10015060240963858,0.1222632880259531,0.07255099830984725,0.001620255456717885,4.0,3,0.4444444444444444,False,False,1,2,2,,,,0.5045454545454545,3,发酵
2026-07-30,消费,食品饮料,3,1.0,0.10022271714922049,0.1002932268825844,0.1002932268825844,0.00013721024276878071,3.0,3,1.0,True,False,2,3,3,-0.00856678817960429,0.23529411764705882,0.058823529411764705,0.5554545454545454,1,分歧
2026-07-30,电力电网,智能电网,3,1.0,0.0998370008149958,0.13320509044165788,0.08592963257713,0.0005258404725618108,2.0,2,0.0,False,False,1,2,3,0.052199002117874205,1.0,0.0,0.48522727272727273,4,发酵
2026-07-31,AI应用,AI应用|AI智能体,28,1.0,0.10013700905865064,0.12502163650707734,0.07215702492073098,0.01519490671649627,2.0,2,0.32142857142857145,True,False,2,3,4,0.08698222049758327,0.8,0.0,0.6512500000000001,1,高潮
2026-07-31,AI营销,AI营销,8,1.0,0.09987195377875713,0.12479242870983182,0.06329118830452485,0.007285620796642295,2.0,2,0.125,False,False,1,1,1,,,,0.395,8,启动
2026-07-31,AI视频,AI视频,9,1.0,0.10012674271229405,0.13345334767598782,0.06333554924679594,0.004461379842189067,1.0,1,0.2222222222222222,False,False,1,1,1,,,,0.32000000000000006,10,启动
2026-07-31,地产,地产链,5,1.0,0.10006000600060005,0.1000008295064887,0.08039153293669332,0.0007235090660926635,9.0,3,0.6,False,False,1,3,3,0.056733862780349274,0.6666666666666666,0.0,0.46499999999999997,6,发酵
2026-07-31,存储芯片,存储,4,1.0,0.10007783329681619,0.10008633705391867,0.10008633705391867,0.0027121334168412527,1.0,1,1.0,True,False,2,1,1,,,,0.49500000000000005,4,发酵
2026-07-31,实控人变更,实控人变更,7,1.0,0.09999999999999987,0.10000832460331997,0.07490070311628132,0.0011129172346832513,3.0,2,0.5714285714285714,False,False,1,2,4,0.08700010259805874,0.75,0.0,0.47250000000000003,5,发酵
2026-07-31,并购重组,并购重组,3,1.0,0.10004880429477803,0.10004820159179022,0.10004820159179022,0.0003461718686527729,9.0,2,1.0,False,False,1,2,3,0.02694160932022377,0.5,0.0,0.43625,7,发酵
2026-07-31,机器人,机器人概念,11,1.0,0.1000255167134474,0.12726383703980304,0.10823108873349341,0.0015825956076102258,1.0,1,0.6363636363636364,True,False,2,2,4,,,,0.5549999999999999,3,发酵
2026-07-31,算力硬件,光模块|算力,23,1.0,0.1000310013433916,0.10438447084631036,0.092357427399112,0.00687256602683927,2.0,2,0.6086956521739131,True,False,2,1,3,,,,0.57,2,回流
2026-07-31,通信,通信,6,1.0,0.10001672800267658,0.10004070310798178,0.10004070310798178,0.0011733838537825625,1.0,1,1.0,False,False,1,1,2,,,,0.38,9,启动
2026-07-17,DeepSeek,DeepSeek,3,1.0,0.10000000000000009,0.13319481126942886,0.11730752110156313,0.0019544462932668304,1.0,1,0.6666666666666666,False,False,1,1,1,,,,0.4886363636363637,3,启动
2026-07-17,储能,储能,2,1.0,0.09963553979511419,0.09963553979511419,0.08979757683215117,0.0002961838293828344,2.0,2,1.0,False,False,1,1,1,,,,0.46340909090909094,5,启动
2026-07-17,医药,医药,2,1.0,0.10047833973999054,0.10047833973999054,0.06793396104176563,0.00044293084408299823,2.0,2,0.5,True,False,2,3,5,0.04510208737399032,0.6666666666666666,0.0,0.677121212121212,1,确认
2026-07-17,商业航天,商业航天,2,1.0,0.10012858467151098,0.10012858467151098,0.034576567686373016,0.0003307588432549801,2.0,2,0.5,False,False,1,1,2,,,,0.41431818181818186,8,启动
2026-07-17,基础建设,基础建设,2,1.0,0.09996631491207486,0.09996631491207486,0.07613537966027628,0.0004960651689231466,1.0,1,0.5,False,False,1,2,4,,,,0.47568181818181815,4,确认
2026-07-17,实控人变更,实控人变更,1,0.0,0.0,0.0,,2.0808740182205073e-05,3.0,1,0.0,False,False,1,1,2,,,,0.24318181818181822,11,分歧
2026-07-17,并购重组,并购重组,3,1.0,0.09999999999999987,0.09988317432543144,0.06378866737121987,0.0005376386750561462,1.0,1,0.6666666666666666,False,False,1,2,4,-0.05988063439065111,0.0,1.0,0.42060606060606065,7,发酵
2026-07-17,无人驾驶,无人驾驶,2,1.0,0.100173172496412,0.100173172496412,0.03462115551127404,0.0002586359392780155,2.0,2,0.5,False,False,1,1,1,,,,0.3672727272727273,10,启动
2026-07-17,智能驾驶,智能驾驶,2,0.5,0.05027932960893855,0.05027932960893855,0.1005586592178771,6.548920524772624e-05,3.0,2,1.0,False,False,1,1,1,,,,0.3765909090909091,9,启动
2026-07-17,甲醇,甲醇,2,1.0,0.10068229287537711,0.10068229287537711,0.0790995590624275,0.0004435243891819899,1.0,1,1.0,False,False,1,1,1,,,,0.42863636363636365,6,启动
