date,source_id,code,stock_name,board_level,source_time
2026-07-17,yyqyx_limitup,002731,*ST萃华,2,13:38
2026-07-17,yyqyx_limitup,002829,星网宇达,2,14:09
2026-07-20,yyqyx_limitup,001258,立新能源,3,09:31
2026-07-20,yyqyx_limitup,600644,乐山电力,2,09:32
2026-07-20,yyqyx_limitup,600744,华银电力,2,09:35
2026-07-20,yyqyx_limitup,600722,金牛化工,2,09:35
2026-07-20,yyqyx_limitup,600236,桂冠电力,2,11:00
2026-07-20,yyqyx_limitup,000722,湖南发展,2,14:44
2026-07-20,yyqyx_limitup,000037,深南电A,2,14:45
2026-07-21,yyqyx_limitup,001258,立新能源,4,09:25
2026-07-21,yyqyx_limitup,600744,华银电力,3,13:22
2026-07-21,yyqyx_limitup,000815,美利云,2,09:30
2026-07-21,yyqyx_limitup,000889,中嘉博创,2,09:34
2026-07-21,yyqyx_limitup,002036,联创电子,2,09:36
2026-07-22,yyqyx_limitup,001258,立新能源,5,09:32
2026-07-22,yyqyx_limitup,600744,华银电力,4,14:41
2026-07-22,yyqyx_limitup,000815,美利云,3,09:25
2026-07-22,yyqyx_limitup,603407,长裕集团,2,09:25
2026-07-22,yyqyx_limitup,603221,爱丽家居,2,09:25
2026-07-22,yyqyx_limitup,002197,证通电子,2,09:30
2026-07-22,yyqyx_limitup,603118,共进股份,2,09:31
2026-07-22,yyqyx_limitup,603629,利通电子,2,09:32
2026-07-22,yyqyx_limitup,002879,长缆科技,2,09:32
2026-07-22,yyqyx_limitup,002213,大为股份,2,09:33
2026-07-22,yyqyx_limitup,301583,托伦斯,2,09:34
2026-07-22,yyqyx_limitup,000603,盛达资源,2,09:50
2026-07-23,yyqyx_limitup,001258,立新能源,6,09:31
2026-07-23,yyqyx_limitup,000815,美利云,4,09:37
2026-07-23,yyqyx_limitup,603221,爱丽家居,3,09:25
2026-07-23,yyqyx_limitup,002197,证通电子,3,09:31
2026-07-23,yyqyx_limitup,002879,长缆科技,3,09:34
2026-07-23,yyqyx_limitup,000603,盛达资源,3,10:07
2026-07-23,yyqyx_limitup,301234,五洲医疗,2,09:25
2026-07-23,yyqyx_limitup,000595,新能股份,2,09:25
2026-07-23,yyqyx_limitup,603619,中曼石油,2,09:31
2026-07-23,yyqyx_limitup,605162,新中港,2,09:31
2026-07-23,yyqyx_limitup,603988,中电电机,2,09:31
2026-07-23,yyqyx_limitup,002412,汉森制药,2,09:38
2026-07-23,yyqyx_limitup,002900,哈三联,2,10:05
2026-07-23,yyqyx_limitup,600722,金牛化工,2,11:01
2026-07-23,yyqyx_limitup,600396,华电辽能,2,13:53
2026-07-24,yyqyx_limitup,603221,爱丽家居,4,09:25
2026-07-24,yyqyx_limitup,002879,长缆科技,4,09:25
2026-07-24,yyqyx_limitup,301234,五洲医疗,3,09:25
2026-07-24,yyqyx_limitup,000595,新能股份,3,09:25
2026-07-24,yyqyx_limitup,000533,顺钠股份,2,09:25
2026-07-24,yyqyx_limitup,002498,汉缆股份,2,09:30
2026-07-24,yyqyx_limitup,002298,中电鑫龙,2,09:31
2026-07-24,yyqyx_limitup,002199,东晶电子,2,09:31
2026-07-24,yyqyx_limitup,002083,孚日股份,2,09:31
2026-07-24,yyqyx_limitup,601606,长城军工,2,09:36
2026-07-24,yyqyx_limitup,603956,威派格,2,09:37
2026-07-24,yyqyx_limitup,600698,湖南天雁,2,09:43
2026-07-24,yyqyx_limitup,000011,深物业A,2,09:55
2026-07-24,yyqyx_limitup,003001,中岩大地,2,10:01
2026-07-24,yyqyx_limitup,002300,太阳电缆,2,10:21
2026-07-24,yyqyx_limitup,600984,建设机械,2,10:48
2026-07-24,yyqyx_limitup,000668,荣丰控股,2,13:08
2026-07-27,yyqyx_limitup,603221,爱丽家居,5,09:25
2026-07-27,yyqyx_limitup,002879,长缆科技,5,09:38
2026-07-27,yyqyx_limitup,301234,五洲医疗,4,09:25
2026-07-27,yyqyx_limitup,000533,顺钠股份,3,09:30
2026-07-27,yyqyx_limitup,601606,长城军工,3,09:38
2026-07-27,yyqyx_limitup,002211,ST宏达,2,09:25
2026-07-27,yyqyx_limitup,600617,国新能源,2,09:31
2026-07-27,yyqyx_limitup,603690,至纯科技,2,09:32
2026-07-27,yyqyx_limitup,002388,新亚制程,2,09:42
2026-07-28,yyqyx_limitup,603221,爱丽家居,6,09:25
2026-07-28,yyqyx_limitup,000533,顺钠股份,4,09:30
2026-07-28,yyqyx_limitup,002388,新亚制程,3,09:34
2026-07-28,yyqyx_limitup,002211,ST宏达,3,09:49
2026-07-28,yyqyx_limitup,002173,创新医疗,2,09:30
2026-07-28,yyqyx_limitup,688496,*ST清越,2,09:31
2026-07-28,yyqyx_limitup,603358,华达科技,2,09:31
2026-07-28,yyqyx_limitup,002969,嘉美包装,2,09:31
2026-07-28,yyqyx_limitup,002309,中利集团,2,09:31
2026-07-28,yyqyx_limitup,000566,海南海药,2,09:31
2026-07-28,yyqyx_limitup,000428,华天酒店,2,09:33
2026-07-28,yyqyx_limitup,603716,塞力医疗,2,09:35
2026-07-28,yyqyx_limitup,001358,兴欣新材,2,09:35
2026-07-28,yyqyx_limitup,605068,明新旭腾,2,09:38
2026-07-28,yyqyx_limitup,603389,亚振家居,2,09:44
2026-07-28,yyqyx_limitup,003032,传智教育,2,09:47
2026-07-28,yyqyx_limitup,600775,南京熊猫,2,09:52
2026-07-28,yyqyx_limitup,002310,东方新能,2,10:00
2026-07-28,yyqyx_limitup,000909,*ST数源,2,11:28
2026-07-29,yyqyx_limitup,603221,爱丽家居,7,09:25
2026-07-29,yyqyx_limitup,605068,明新旭腾,3,09:25
2026-07-29,yyqyx_limitup,003032,传智教育,3,09:25
2026-07-29,yyqyx_limitup,000428,华天酒店,3,09:25
2026-07-29,yyqyx_limitup,001358,兴欣新材,3,09:31
2026-07-29,yyqyx_limitup,605179,一鸣食品,2,09:30
2026-07-29,yyqyx_limitup,002212,天融信,2,09:30
2026-07-29,yyqyx_limitup,600693,东百集团,2,09:57
2026-07-29,yyqyx_limitup,002199,东晶电子,2,13:23
2026-07-29,yyqyx_limitup,603580,艾艾精工,2,14:25
2026-07-29,yyqyx_limitup,603400,华之杰,2,14:31
2026-07-29,yyqyx_limitup,301139,*ST元道,2,14:42
2026-07-30,yyqyx_limitup,603221,爱丽家居,8,09:25
2026-07-30,yyqyx_limitup,605068,明新旭腾,4,09:30
2026-07-30,yyqyx_limitup,003032,传智教育,4,09:30
2026-07-30,yyqyx_limitup,605179,一鸣食品,3,09:25
2026-07-30,yyqyx_limitup,002827,高争民爆,2,09:25
2026-07-30,yyqyx_limitup,605388,均瑶健康,2,09:30
2026-07-30,yyqyx_limitup,002882,金龙羽,2,09:30
2026-07-30,yyqyx_limitup,601003,柳钢股份,2,09:33
2026-07-30,yyqyx_limitup,600228,返利科技,2,09:37
2026-07-30,yyqyx_limitup,002667,*ST威领,2,09:49
2026-07-30,yyqyx_limitup,603556,海兴电力,2,13:49
2026-07-31,yyqyx_limitup,603221,爱丽家居,9,09:25
2026-07-31,yyqyx_limitup,003032,传智教育,5,09:25
2026-07-31,yyqyx_limitup,605179,一鸣食品,4,09:32
2026-07-31,yyqyx_limitup,002827,高争民爆,3,09:30
2026-07-31,yyqyx_limitup,000820,神雾节能,2,09:25
2026-07-31,yyqyx_limitup,300996,普联软件,2,09:50
2026-07-31,yyqyx_limitup,603039,泛微网络,2,10:09
2026-07-31,yyqyx_limitup,603171,税友股份,2,10:41
2026-07-31,yyqyx_limitup,600162,香江控股,2,11:06
2026-07-31,yyqyx_limitup,000009,中国宝安,2,11:15
