month,profile_selected_using_prior_data_only,train_end,train_objective,total_return,max_drawdown,trades,win_rate,profit_factor,sharpe,calmar,benchmark_total_return,excess_return
2026-05,patient,2026-04-30,2.4766287096389386,0.041722270968800323,-0.020438266013413475,7,0.42857142857142855,2.4727872800774504,4.730906969908562,37.78497605374959,-0.037997464140089754,0.07971973510889008
2026-06,patient,2026-05-31,4.234807019538018,-0.02650243053299961,-0.02954821235459959,11,0.18181818181818182,0.23914147411474243,-4.677357775655107,-9.32487033576375,-0.054262434225976985,0.027760003692977375
2026-07,patient,2026-06-30,3.5805285634920248,-0.03644532000279965,-0.0577237352833011,14,0.21428571428571427,0.015819550119705723,-2.7849396632981556,-5.789719072509388,-0.0836323935138007,0.04718707351100104
2026-08,strict,2026-07-31,2.1986811001142708,0.013588928906900666,-0.04625713532306841,11,0.36363636363636365,1.0062826683652535,0.9764743804493562,3.801012334640279,0.09662205117290279,-0.08303312226600212
